Address,COUNTA of Address,ADM3_EN,ADM2_EN,ADM1_EN
"BAROKUL,HAZIGONJ,CHAN DPUR",1,Unknown,Unknown,Unknown
"BAROLIA,POTIYA,CTG",1,Patiya,Chittagong,Chittagong
"BAROMA,DHAMAIRHAT,CHA NDONAISH,CTG",1,Dhamrai,Dhaka,Dhaka
"BAROPAIKA,FARIDGONJ,CH ANDPUR",1,Faridganj,Chandpur,Chittagong
"BAROPOL,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"BAROPOL,N,HALISHAHAR,C TG",1,Halishahar,Chittagong,Chittagong
"BAROPUL,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"BAROSHAT,BOYALIA,ANOW ARA,CTG",1,Anowara,Chittagong,Chittagong
"BAROSHOT,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BAROTAKIA,CHAKARIA,COX 'SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"BAROTAKIA,MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
BARULIA PATIYA CTG,1,Patiya,Chittagong,Chittagong
BARUMCHARA ANOWARA CTG,1,Anowara,Chittagong,Chittagong
"BARUMCHARA,ANOWARA,C TG.",1,Anowara,Chittagong,Chittagong
"BARUMCHORA,ANOWARA, CTG.",1,Anowara,Chittagong,Chittagong
"BARURA,HATLA,CUMILLA",1,Barura,Comilla,Chittagong
"BARURHA,CUMILLA",1,Barura,Comilla,Chittagong
"BASA NO 02, LANE 08,BLOCK  ""I"", HALISAHAR,CTG.",1,Halishahar,Chittagong,Chittagong
"BASA NO 76,ROAD NO 03, HILVIEW,PANSHLISH,CTG.",1,Panchlaish,Chittagong,Chittagong
"BASAIL,SHIBALOI,MANIKGA NJ",1,Unknown,Unknown,Unknown
"BASHBARIA, SITAKUNDO. CTG",1,Sitakunda,Chittagong,Chittagong
"BASHIR TENDER BARI,CHANDGAO,CTG",1,Chandgaon,Chittagong,Chittagong
BASHKHALI. CTG,1,Banshkhali,Chittagong,Chittagong
BASHKHSLI CTG,1,Banshkhali,Chittagong,Chittagong
"BASHONTHOPUR,SENBAG, NOWAKHALI,",1,Senbagh,Noakhali,Chittagong
"BASHUDEB CHAND,HATURIA,SHARIYET OUR",1,Saturia,Manikganj,Dhaka
"BASHURHAT,NOAKHALI",1,Unknown,Unknown,Unknown
"BASNASKHALI,CTG",1,Unknown,Unknown,Unknown
"BASONDA,BETAGI,BORGUN A",1,Betagi,Barguna,Barisal
"BASPARA, BANSHKHALI, CTG",1,Banshkhali,Chittagong,Chittagong
"BASTAHARA, BAKOLIA, CTG",1,Bakalia,Chittagong,Chittagong
BASUDAI NAGALCOT CUMILLA,1,Nangalkot,Comilla,Chittagong
"BASUDEBPUR,BOALMARI,F ARIDPUR",1,Boalmari,Faridpur,Dhaka
"BASUNDHARA R/A,HALISHAHAR,CTG",1,Shah Ali,Dhaka,Dhaka
"BATAJURI,CHANDANISH,CTG.",1,Juri,Maulvibazar,Sylhet
"BATAKANDI,SENBAG",1,Senbagh,Noakhali,Chittagong
"BATAKHALI, WEST GAON, LAKSAM, CUMILLA",1,Laksam,Comilla,Chittagong
BATALA SADAR JAMALPUR,1,Jamalpur Sadar,Jamalpur,Mymensingh
"BATALI, ANOWARA, CTG",1,Anowara,Chittagong,Chittagong
"BATER KHIL,SITAKUND,CTG.",1,Sitakunda,Chittagong,Chittagong
"BATERHAT,SITAKUNDA,CTG",1,Unknown,Unknown,Unknown
"BATERKHIL,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"BATGAO,ALALPUR,SHIBPU R,NORSINGDI",1,Shibpur,Narsingdi,Dhaka
BATHAGAON SADAR FENI,1,Feni Sadar,Feni,Chittagong
"BATHANIA, CHAGOLNIA,FENI",1,Feni Sadar,Feni,Chittagong
"BATHUA,NUR ALIR BARI,HATHAZARI,CTG",1,Hathazari,Chittagong,Chittagong
"BATLA,BEGUMGONJ,NOAK HALI",1,Begumganj,Noakhali,Chittagong
"BATTAL, OXYZEN, BYZID, CTG",1,Unknown,Unknown,Unknown
BATTALI ROAD,1,Amtali,Barguna,Barisal
"BATTAR KUD,SONAIMURI,NOAKHALI",1,Sonaimuri,Noakhali,Chittagong
"BATTERY GOLI, GPO, KOTOYALI, CTG",1,Unknown,Unknown,Unknown
"BATUPARA, NANGOLKOT, CUMILLA",1,Nangalkot,Comilla,Chittagong
BAUFOL POTUAKHALI,1,Unknown,Unknown,Unknown
"BAURALIPUR,CHATKHIL,NO AKHALI",1,Chatkhil,Noakhali,Chittagong
"BAURIA,NAZIRHAT,SANDWI P,CTG",1,Sandwip,Chittagong,Chittagong
"BAURIA,NAZIRHAT,SANND WIP,CTG",1,Barura,Comilla,Chittagong
"BAURIA,SANDWIP",1,Sandwip,Chittagong,Chittagong
"BAWDA,HAZIGANJ,CHANDP UR",1,Unknown,Unknown,Unknown
"BAWOLDANGA,FARIDPUR",1,Alfadanga,Faridpur,Dhaka
"BAYAZID RIA, BAYAZID,CTG",1,Unknown,Unknown,Unknown
"BAYAZID,CTG.",1,Unknown,Unknown,Unknown
"BAYUAZID,CTG",1,Unknown,Unknown,Unknown
BAYZID. CTG.,1,Unknown,Unknown,Unknown
BAZRAGHONA BAKOLIA CTG,1,Bakalia,Chittagong,Chittagong
"BEDARGANJ,SHARIYATPUR",1,Bhedarganj,Shariatpur,Dhaka
"BEDORGONJ,CHANDPUR",1,Unknown,Unknown,Unknown
"BEDURIYA, LALMOHON, VOLA",1,Lalmohan,Bhola,Barisal
BEGAMGANJ NAOKHALI,1,Begumganj,Noakhali,Chittagong
"BEGU MGONJ,NOAKHALI",1,Begumganj,Noakhali,Chittagong
"BEGUMGANJ, NAOKHALI.",1,Begumganj,Noakhali,Chittagong
"BEGUMGANJ, NOWAKHALI.",1,Begumganj,Noakhali,Chittagong
"BEGUMGANJ,NOAKHALI,",1,Begumganj,Noakhali,Chittagong
BEGUMGANJ. NOAKHALI,1,Begumganj,Noakhali,Chittagong
BEGUMGANJ. NOAKHALI.,1,Begumganj,Noakhali,Chittagong
BEGUMGONJ NOAKHALI,1,Begumganj,Noakhali,Chittagong
"BEGUMGONJ, NOWAKHALI",1,Begumganj,Noakhali,Chittagong
BEIRAG ANOWARA CTG,1,Anowara,Chittagong,Chittagong
"BELKHAIN,POTIYA,CTG.",1,Lakhai,Habiganj,Sylhet
"BELLA PARA,JIRI,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"BELLAPARA,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"BEPARIPARA,AGRABAD,DO UBLE MURING,CTG",1,Double Mooring,Chittagong,Chittagong
"BESHNAL,TANGIBARI,MUNS HIGONJ",1,Tongibari,Munshiganj,Dhaka
BETAGI RANGUNIA,1,Betagi,Barguna,Barisal
"BETBUNIA,KAUKHALI,RANG AMATI",1,Kawkhali (Betbunia),Rangamati,Chittagong
"BETBUNIA,KAWKHALI,RAN GAMATI",1,Kawkhali (Betbunia),Rangamati,Chittagong
"BETBUNIYA, KAOKHALI, RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
"BETHCHARI,DIGHINALA,KH AGRACHARI",1,Dighinala,Khagrachhari,Chittagong
"BETIHAT, LAKSAM, CUMILLA",1,Laksam,Comilla,Chittagong
"BETMOR,BETAGI,BORGUNA",1,Betagi,Barguna,Barisal
"BHABANIGONJ,LAKSHMIPU R",1,Unknown,Unknown,Unknown
"BHADITOLA,EIDGHA BAZAR,COX'SBAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"BHAGBARIA,FIROZPUR",1,Bhanga,Faridpur,Dhaka
BHAIRAB. KISHOREGANJ.,1,Bhairab,Kishoreganj,Dhaka
"BHAKTAPUR, FATIKCHARI, CTG",1,Fatikchari,Chittagong,Chittagong
"BHANDARGHONA,KACHUA, CHANDPUR",1,Kachua,Chandpur,Chittagong
BHANDARIA. PIROZPUR,1,Bhandaria,Pirojpur,Barisal
"BHANGAR,FARIDPUR",1,Bhanga,Faridpur,Dhaka
"BHANGTI,MOHESHGONJ,S ONAIMURI,NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"BHANGURA,CUMILLA",1,Unknown,Unknown,Unknown
"BHANUYAI,SONAIMURI,NOA KHALI",1,Sonaimuri,Noakhali,Chittagong
"BHATIARI,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"BHATIARY,CTG",1,Hatiya,Noakhali,Chittagong
"BHATIARY,SITTAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"BHATIKHAIN,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"BHATIYA,KACHARIHAT,SAD AR,NOAKHALI",1,Hatiya,Noakhali,Chittagong
"BHATIYALPUR,DAIRACHARI ,RAMGONJ,NOAKHALI (LAXMIPUR)",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"BHATIYARI,SITAKUNDA",1,Hatiya,Noakhali,Chittagong
"BHATIYARI,SITAKUNDA,CTG",1,Hatiya,Noakhali,Chittagong
"BHIMRUL,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
BHITAPARA SANTHIA PABNA,1,Santhia,Pabna,Rajshahi
"BHJUJPUR, CTG",1,Unknown,Unknown,Unknown
"BHOALIAPARA,SATKANIA,C TG",1,Unknown,Unknown,Unknown
"BHOBANIPUR,MURADNAGA R",1,Unknown,Unknown,Unknown
"BHOIRABKUL,KOTOWALI,M YMANSINGHA",1,Unknown,Unknown,Unknown
BHOJPUR CTG,1,Unknown,Unknown,Unknown
"BHOLACHANG,NOBINAGAR, B-BARIA",1,Unknown,Unknown,Unknown
"BHOLAGONJ,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"BHORAMUHURI,CHAKARIA, COX'SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"BHOROTKHALI,SAGATHA,G AIBANDHA",1,Unknown,Unknown,Unknown
"BHUIYAN BAZAR,SONAGAZI",1,Unknown,Unknown,Unknown
"BHUIYAN GRAM, MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
"BHUIYAN GRAM,MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
"BHUIYANBARI,ROYPUR,LAX MIPUR",1,Roypur,Lakshmipur,Chittagong
"BHUIYANCHARA, LANGADU, RANGAMATI,",1,Langadu,Rangamati,Chittagong
BHUJPUR. CTG,1,Bhuapur,Tangail,Dhaka
"BIBILASWAR BAZAR,LAKSHAM,CUMILLA",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
BIBIR HAT PANCHLAISH,1,Panchlaish,Chittagong,Chittagong
"BIBIR HAT,FATICKCHARI,CTG.",1,Fatikchhari,Chittagong,Chittagong
"BIBIR VILA,LOHAGARA,CTG",1,Lohagara,Chittagong,Chittagong
"BIBIRHAT, PANCHLISH, CTG",1,Panchlaish,Chittagong,Chittagong
"BIBIRHAT,FATIKCHARI,CTG",1,Fatikchhari,Chittagong,Chittagong
"BIBIRHAT,PUNCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"BIHARI CAMP,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"BIJOY NAGAR,LAXMIPUR",1,Unknown,Unknown,Unknown
"BIJOYNAGAR,POTENGA,CTG",1,Bijoynagar,Brahamanbaria,Chittagong
BIKRAMPUR DHAKA,1,Rampura,Dhaka,Dhaka
"BIKRAMPUR,SRINAGAR,DH AKA",1,Rampura,Dhaka,Dhaka
"BIL NOLCHUNGI,VHAUYAMARA, SADAR,SIRAJGONJ",1,Sirajganj Sadar,Sirajganj,Rajshahi
BILAICHORI. RANGAMATI,1,Rangamati Sadar,Rangamati,Chittagong
"BILPUR, ANOWARA, CTG",1,Anowara,Chittagong,Chittagong
"BILPUR,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BINA DHARMAPUR,LUXMIPUR",1,Mirpur,Dhaka,Dhaka
"BINANI HARA, PTIYA, CTG",1,Patiya,Chittagong,Chittagong
"BINANIHARA,POTIYA,CTG",1,Patiya,Chittagong,Chittagong
"BINAUTI, KOSBA, B. BARIA",1,Unknown,Unknown,Unknown
"BINAUTI,KOSHBA,B-BARIA",1,Unknown,Unknown,Unknown
"BINCHUPUR,KUTUBERHAT, SENBAG,NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"BINDABANHAT, FATIKCHARI, CTG",1,Fatikchhari,Chittagong,Chittagong
"BINIGRAM,SADAR,GOPALG ONJ",1,Gopalganj Sadar,Gopalganj,Dhaka
"BINODPUR,LAXMIPUR",1,Unknown,Unknown,Unknown
"BINODPUR,SADAR,LAXMIP UR",1,Bagerhat Sadar,Bagerhat,Khulna
"BIRAMDI,BHUAPUR,TANGAI L",1,Bhuapur,Tangail,Dhaka
BIRCOT SENBAG NOAKHALI,1,Senbagh,Noakhali,Chittagong
"BIRINCHI, SADAR, FENI",1,Feni Sadar,Feni,Chittagong
"BISAWKOLONI,AKBORSHAH ,CTG.",1,Porsha,Naogaon,Rajshahi
"BISHAMBARPUR,SUNAMGO NJ",1,Bishwambarpur,Sunamganj,Sylhet
"BISHAWKOLONI,AKBORSHA H,CTG.",1,Porsha,Naogaon,Rajshahi
"BISHNAPUR,KOTOWALI,CU MILLA",1,Kotwali,Chittagong,Chittagong
"BISHNAPUR,SENBAG,NOAK HALI",1,Senbagh,Noakhali,Chittagong
"BISHNUPUR,SENBAG,NOAK HALI",1,Senbagh,Noakhali,Chittagong
"BISHOWKOLONI,AKBORSH AH,CTG.",1,Porsha,Naogaon,Rajshahi
"BISNUPUR,SENBAG,NOAKH ALI",1,Senbagh,Noakhali,Chittagong
"BISSAWKOLONI, AKBORSHAH,CTG.",1,Porsha,Naogaon,Rajshahi
"BISSAWKOLONI,AKBARSHA H,CTG.",1,Unknown,Unknown,Unknown
"BISSAWKOLONI,CTG.",1,Unknown,Unknown,Unknown
"BISWA COLONY, B- BLOCK,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"BISWA COLONY,AKBAR SHAH ,CTG",1,Shah Ali,Dhaka,Dhaka
"BISWA COLONY,FIROZSHAH,AKBA RSHAH,CTG",1,Unknown,Unknown,Unknown
"BISWA COLONY,MITALI H/S, AKBARSHAH,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
BISWAS COLONY AKBAR SHAH CTG,1,Shah Ali,Dhaka,Dhaka
BISWAS COLONY AKBARSHAH CTG,1,Unknown,Unknown,Unknown
"BISWASPARA,UTTARKATTH OLI,CTG.",1,Atpara,Netrakona,Mymensingh
"BITARA,KACHUA,CHANDPU R",1,Kachua,Chandpur,Chittagong
"BITGHAR,SAKHAITI,SHARAI L,B-BARIA",1,Unknown,Unknown,Unknown
"BITTOLA,DAUDKANDI,CUMI LLA",1,Daudkandi,Comilla,Chittagong
"BIZBAG,SENBAG",1,Senbagh,Noakhali,Chittagong
"BIZLI PANJAR,DEBIDWAR,CUMILL A",1,Unknown,Unknown,Unknown
"BLAKIA,B. BARIA,CUMILLA",1,Unknown,Unknown,Unknown
"BLOCK - A, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"BLOCK K, GATE 10, HALISAHAR,CTG.",1,Halishahar,Chittagong,Chittagong
"BLOCK-A, LANE-10, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
BLOCK-B HALISHAHAR CTG,1,Halishahar,Chittagong,Chittagong
"BLOCK-B, ROAD-02, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"BLOCK-E,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"BLOCK-I, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"BLOCK-I,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"BLOCK-J,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"BOALGAO,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BOALGAON,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
BOALIA GOLACHIPA BARISAL,1,Unknown,Unknown,Unknown
BOALIA HATIA NOAKHALI,1,Hatiya,Noakhali,Chittagong
"BOALIA,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BOALIA,ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"BOALIA,GOBINDAGONJ,GAI BANDHA",1,Gobindaganj,Gaibandha,Rangpur
"BOALIA,HATIYA",1,Boalia,Rajshahi,Rajshahi
"BOALIA,SATKANIA,CTG.",1,Boalia,Rajshahi,Rajshahi
"BOALIYA,RAJSHAHI",1,Boalia,Rajshahi,Rajshahi
"BOALIYAKUL, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
BOALKAHALI CTG,1,Boalkhali,Chittagong,Chittagong
"BOALKHA;LI,CTG",1,Boalkhali,Chittagong,Chittagong
BOALKHALI .CTG,1,Boalkhali,Chittagong,Chittagong
"BOALKHALI, CTG.",1,Boalkhali,Chittagong,Chittagong
"BOALKHALIC,CTG",1,Boalkhali,Chittagong,Chittagong
"BOALKHALIL,CTG",1,Boalkhali,Chittagong,Chittagong
"BOALKHALOI,CTG",1,Boalkhali,Chittagong,Chittagong
"BOBA,RAJSHAHI",1,Unknown,Unknown,Unknown
"BODYAPARA,BOALKHALI",1,Boalkhali,Chittagong,Chittagong
"BOGACHATAR, SITAKUNDA, CTG",1,Unknown,Unknown,Unknown
"BOGADIA,CHANDIMOHAL,K HULNA",1,Unknown,Unknown,Unknown
"BOGAICHARI, LAMA, COX BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"BOGDADIA,SADAR,FENI",1,Feni Sadar,Feni,Chittagong
"BOGDHAHOR,NOBINAGAR, B-BARIA",1,Unknown,Unknown,Unknown
"BOHADDARHAT,CHANDGA W,CTG.",1,Bhanga,Faridpur,Dhaka
BOHDARHAT CHATTOGRAM,1,Unknown,Unknown,Unknown
"BOHODDARHAT, CHANDGAON, CTG",1,Chandgaon,Chittagong,Chittagong
"BOIDYARHAT,FATIKCHARI, CTG",1,Fatikchhari,Chittagong,Chittagong
"BOILCHARI,K.B..BAZAR,BAN ASHKHALI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"BOILGAO,BANIGRAM,BANA SHKHALI,CTG",1,Bamna,Barguna,Barisal
"BOILTOLI,CHANDANISH,CTG.",1,Chandanaish,Chittagong,Chittagong
"BOILTOLI,CHANDONAISH,",1,Chandanaish,Chittagong,Chittagong
"BOIRAG,ANOWARA,CTG.",1,Unknown,Unknown,Unknown
"BOJPUR,CTG.",1,Unknown,Unknown,Unknown
"BOKCHAR,NATUN BHARINGA,BERA,PABNA",1,Pabna Sadar,Pabna,Rajshahi
"BOKHTIERPARA,MOHSENA OULIA,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BOKSHANAGAR,WAJIDIYA, BAYAZID,CTG",1,Bhanga,Faridpur,Dhaka
"BOKSU NAGAR,BAYAZID,CTG",1,Jiban Nagar,Chuadanga,Khulna
"BOKTAPUR,FATIKCHARI,CTG",1,Fatikchhari,Chittagong,Chittagong
"BOKTARPARA,SHITOLPUR, SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"BOKTERHAT,SANDWIP,CTG",1,Sandwip,Chittagong,Chittagong
"BOLAKHAL, HAZIGANJ, CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"BOLAKHAL,HAZIGONJ,CHA NDPUR",1,Unknown,Unknown,Unknown
"BOLAKHALI,CTG",1,Unknown,Unknown,Unknown
"BOLIRHAT,BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"BOLIRHAT,BAKOLIA,CTG.",1,Bakalia,Chittagong,Chittagong
"BOLIRHAT,CHANDGAW,CTG.",1,Bhanga,Faridpur,Dhaka
"BOLIRHAT,GHAT SCHOOL,BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"BOLKHALI,CTG",1,Boalkhali,Chittagong,Chittagong
"BOLORAMPUR, TITAS, CUMILLA",1,Titas,Comilla,Chittagong
"BONCOURT,DABIDDAR,CU MILLA",1,Badda,Dhaka,Dhaka
BONDOR CTG,1,Unknown,Unknown,Unknown
"BONGALTOLI,BAGHAICHOR I, H. RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
"BONGRAM,CHANDRAGHON A,RANGUNIA,CTG",1,Unknown,Unknown,Unknown
"BONIKPARA,LOHAGARA,CTG",1,Lohagara,Chittagong,Chittagong
"BOQLKHALI,CTG",1,Lakhai,Habiganj,Sylhet
"BORAIGRAM,NATORE",1,Baraigram,Natore,Rajshahi
"BORATI,NIKLI,KISHOREGON J",1,Nikli,Kishoreganj,Dhaka
"BORGUNA,BARISHAL",1,Unknown,Unknown,Unknown
"BORHAN UDDIN, BHULA",1,Unknown,Unknown,Unknown
"BORHAN UDDIN,BHULA",1,Unknown,Unknown,Unknown
"BORHANUDDIN,VOLA",1,Unknown,Unknown,Unknown
"BORIABARI,KASBA,B. BARIA",1,Kasba ,Brahmanbaria,Chittagong
"BORIAPARA,NANGALKOT,C UMILLA",1,Unknown,Unknown,Unknown
"BORICHOG,CUMILLA",1,Unknown,Unknown,Unknown
"BORICHONG,COMILLA",1,Burichang,Comilla,Chittagong
BORKOL. RANGAMATI,1,Rangamati Sadar,Rangamati,Chittagong
"BORKOL.CHANDANISH, CTG.",1,Chandanaish,Chittagong,Chittagong
"BORNAPARA,LOHAJONG,D HAKA",1,Unknown,Unknown,Unknown
"BORNI,TUNGIPARA,GOPAL GANJ",1,Tungi Para,Gopalganj,Dhaka
"BORO CAEIGAW,SENBAG,NOAKH ALI",1,Senbagh,Noakhali,Chittagong
"BORO DAROGARHAT, MIRSHARI, CTG",1,Mirsharai,Chittagong,Chittagong
BORO KUMIRA SITAKUNDA,1,Sitakunda,Chittagong,Chittagong
"BORO KUMIRA, SITAKUND,CTG.",1,Sitakunda,Chittagong,Chittagong
"BORO KUMIRA,SITAKUND,CTG.",1,Sitakunda,Chittagong,Chittagong
"BORO MIA MASHJID, BAKOLIA, CTG",1,Bakalia,Chittagong,Chittagong
"BORO MIA MOSJID, CHAWKBAZAR,CTG.",1,Chak Bazar,Dhaka,Dhaka
"BORO PUL, HALISAHAR,CTG.",1,Halishahar,Chittagong,Chittagong
"BORO SHALGHOR,DEBIDAR,CUMI LLA",1,Debidwar,Comilla,Chittagong
"BORO VAWLA,COKORIA,COX'S BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"BORODIGHIR PAR, HATHAZRI, CTG",1,Hathazari,Chittagong,Chittagong
"BOROGAON, FARIDGANJ, CHANDPUR",1,Faridganj,Chandpur,Chittagong
"BOROGHOP, KUTUBDIA,COX BAZAR",1,Kutubdia,Cox's Bazar,Chittagong
"BOROITOLI,CHAKARIA",1,Unknown,Unknown,Unknown
"BOROITOLI,CHAKARIA,COX' SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
BOROKHOLA BARISHAL,1,Unknown,Unknown,Unknown
"BOROKOL, RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
"BOROLEKHA,MOWLOBI BAZAR",1,Unknown,Unknown,Unknown
"BOROMA,CHANDANISH, CTG.",1,Chandanaish,Chittagong,Chittagong
"BOROPUL, HALISHAHAR,CTG.",1,Halishahar,Chittagong,Chittagong
BORURA CUMILLA,1,Barura,Comilla,Chittagong
BOSURHAT NOAKHALI,1,Unknown,Unknown,Unknown
"BOTANI DEPARTMENT,CU,HATHAZA RI,CTG",1,Hathazari,Chittagong,Chittagong
"BOTTL,KOTOWALI,BARISHA L",1,Unknown,Unknown,Unknown
"BOTTOL,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"BOTTOLI,  ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"BOTTOLI,ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"BOTTOLI,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"BOTTOLI,CHAKARIA,COX'S BAZAR",1,Chakaria,Cox's Bazar,Chittagong
"BOTTOLI,NUR PARA,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"BOTTOLI,OXYZEN,CTG.",1,Unknown,Unknown,Unknown
BOU BAZAR CTG,1,Unknown,Unknown,Unknown
"BOU BAZAR,EIDGHA,CTG",1,Unknown,Unknown,Unknown
BOU-BAZAR HALISHAHAR CTG,1,Unknown,Unknown,Unknown
"BOUALIA,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
BOUBAZAR CHATTOGRAM,1,Unknown,Unknown,Unknown
"BOURIA,SANDWIP,CTG",1,Sandwip,Chittagong,Chittagong
"BOURIYA,RANIRHAT,SAND WIP,CTG",1,Sandwip,Chittagong,Chittagong
"BOWBAZAR,S. BAKOLIA,CTG.",1,Unknown,Unknown,Unknown
"BOXGHONA,BAKOLIA,CTG.",1,Bakalia,Chittagong,Chittagong
"BRAKONPARA,CUMILLA",1,Unknown,Unknown,Unknown
"BRAMAUTTAR,RANGUNIA,C TG",1,Rangunia,Chittagong,Chittagong
"BRAMMA NORTH,SWANIRBHAR RANGUNIA, RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
"BROKHOTTOR,RANGUNIA, CTG.",1,Rangunia,Chittagong,Chittagong
BUBLEMOORING. CTG,1,Double Mooring,Chittagong,Chittagong
"BULIPARA, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"BUMKHARA,NODIA,SHARIY ATPUR",1,Unknown,Unknown,Unknown
BURCHANG CUMILLA,1,Burichang,Comilla,Chittagong
"BURICHANG, CUMILLA",1,Burichang,Comilla,Chittagong
"BURICHANG,CUMILLA",1,Burichang,Comilla,Chittagong
BURICHAR CUMILLA,1,Burichang,Comilla,Chittagong
"BURIR DOKAN,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"BURIRCHAR,BORGUNA",1,Unknown,Unknown,Unknown
BURISHCHONG. CUMILLA,1,Unknown,Unknown,Unknown
"BURLOBDHI,MEGNA,COMIL LA",1,Meghna,Comilla,Chittagong
"BURUMCHARA,ANOWARA,C TG.",1,Anowara,Chittagong,Chittagong
"BURUMCHARA,BANSHKHAL I,CTG",1,Banshkhali,Chittagong,Chittagong
"BURUMCHARI,ANOWARA,C TG",1,Anowara,Chittagong,Chittagong
C & B CHANDGAON CTG,1,Chandgaon,Chittagong,Chittagong
C & B KALURGHAT,1,Haluaghat,Mymensingh,Mymensingh
"C.D.A AGRABAD , ROAD NO 01, DAUBLEMORING, CTG.",1,Double Mooring,Chittagong,Chittagong
C.D.A PAHARTALI CTG,1,Pahartali,Chittagong,Chittagong
CAGOLNAIYA FENI,1,Feni Sadar,Feni,Chittagong
"CAKTAY,BAKOLIA,CTG.",1,Bakalia,Chittagong,Chittagong
"CANTENMENT,HATHAZARI, CTG",1,Hathazari,Chittagong,Chittagong
CAPACHARI BASHKHALI,1,Banshkhali,Chittagong,Chittagong
"CAPUR,VANGURA, CUMILLA",1,Unknown,Unknown,Unknown
"CATKHIL, NOAKHALI.",1,Chatkhil,Noakhali,Chittagong
"CATORI,ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"CDA R/A,BAHADDARHAT,CHAND GAO,CTG",1,Chandgaon,Chittagong,Chittagong
"CDA,CTG",1,Unknown,Unknown,Unknown
"CDA,DOUBLE MURING,CTG",1,Double Mooring,Chittagong,Chittagong
"CEMENT CROSSING,EPZ,CTG.",1,Unknown,Unknown,Unknown
"CHACHITARA,DIGHALIYA,S ATURIYA,MANIKGONJ",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"CHADAHA,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"CHADDAGRAM, COMILLA",1,Chauddagram,Comilla,Chittagong
"CHADDAGRAM, CUMILLA",1,Chauddagram,Comilla,Chittagong
